序号;文件序号;文件名称;名称;位置;合同号;软件版本;修改日期;匹配;大小;类型;创建日期;最后访问日期;文件扩展名;行;文本
71;3;D:\24.工程设计备份\F福建\2011年度\SZ112144莆田110kV涵东变综自\130325服务记录\后台\130325福建莆田110kV涵东变监控系统设计更改单.xls;130325福建莆田110kV涵东变监控系统设计更改单.xls;D:\24.工程设计备份\F福建\2011年度\SZ112144莆田110kV涵东变综自\130325服务记录\后台\;SZ112144;;2016/11/28 11:17;4;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:18;2017/8/29 6:18;XLS;24;"保护工程师站：PRS-700U-标准X(保护工程师站)-S-V3.00-130307"""
78;1;D:\24.工程设计备份\F福建\2011年度\SZ112144莆田110kV涵东变综自\130125服务记录\后台\130125福建莆田110kV涵东变监控系统设计更改单.xls;130125福建莆田110kV涵东变监控系统设计更改单.xls;D:\24.工程设计备份\F福建\2011年度\SZ112144莆田110kV涵东变综自\130125服务记录\后台\;SZ112144;;2016/11/28 11:17;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:17;2017/8/29 6:17;XLS;27;原版本号 PRS-700U-标准X-S-V3.0-20111029 新版本号 PRS-700U-标准X-S-V3.00-130124
79;1;D:\24.工程设计备份\F福建\2011年度\SZ112147三明宁化县35kV城关变综自\120306服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\F福建\2011年度\SZ112147三明宁化县35kV城关变综自\120306服务记录\后台\;SZ112147;;2016/11/28 11:17;2;116 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:12;2017/8/29 6:12;XLS;18;程序路径：\\dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\标准程序\X86\V2.3标准\PRS-700U-标准X-S-V2.30-20111015.zip
80;2;D:\24.工程设计备份\F福建\2011年度\SZ112147三明宁化县35kV城关变综自\120306服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\F福建\2011年度\SZ112147三明宁化县35kV城关变综自\120306服务记录\后台\;SZ112147;;2016/11/28 11:17;2;116 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:12;2017/8/29 6:12;XLS;25;原版本号 ISA-300+-广东-S-V3.21-110719.exe 新版本号 PRS-700U-标准X-S-V2.30-20111015.zip
86;1;D:\24.工程设计备份\F福建\2012年度\SZ112148三明35kV安远变\00设计软件\通讯\20120305贵州六盘水双水变设计更改单.xls;20120305贵州六盘水双水变设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ112148三明35kV安远变\00设计软件\通讯\;SZ112148;;2016/11/28 11:17;2;75 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:33;2017/8/29 6:33;XLS;143;通讯后台 PRS-700U后台
87;2;D:\24.工程设计备份\F福建\2012年度\SZ112148三明35kV安远变\00设计软件\通讯\20120305贵州六盘水双水变设计更改单.xls;20120305贵州六盘水双水变设计更改单.xls;D:\24.工程设计备份\F福建\2012年度\SZ112148三明35kV安远变\00设计软件\通讯\;SZ112148;;2016/11/28 11:17;2;75 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:33;2017/8/29 6:33;XLS;145;通讯后台 PRS-7000监控
81;1;D:\24.工程设计备份\F福建\2011年度\SZ112149三明明溪35kV夏阳变综自扩建\131016服务记录\后台\工程设计更改单140214.xls;工程设计更改单140214.xls;D:\24.工程设计备份\F福建\2011年度\SZ112149三明明溪35kV夏阳变综自扩建\131016服务记录\后台\;SZ112149;;2016/11/28 11:17;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:10;2017/8/29 6:10;XLS;23;"原版本号 ""PRS-700U-标准X(福建三明35kV夏阳变)-S-V3.00-130606"
82;2;D:\24.工程设计备份\F福建\2011年度\SZ112149三明明溪35kV夏阳变综自扩建\131016服务记录\后台\工程设计更改单140214.xls;工程设计更改单140214.xls;D:\24.工程设计备份\F福建\2011年度\SZ112149三明明溪35kV夏阳变综自扩建\131016服务记录\后台\;SZ112149;;2016/11/28 11:17;2;37 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:10;2017/8/29 6:10;XLS;24;"ISA-301D-标准R1-M-V3.51-101016"" 新版本号 ""PRS-700U-标准X(福建三明35kV夏阳变P1)-S-V3.00-20131017"
83;1;D:\24.工程设计备份\F福建\2011年度\SZ112157漳州平和35kV文峰变综自\130507服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\F福建\2011年度\SZ112157漳州平和35kV文峰变综自\130507服务记录\通讯\;SZ112157;;2016/11/28 11:17;2;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:15;2017/8/29 6:15;XLS;12;"更改原因 ""更改背景：该站后台程序版本已经由PRS-700U-标准X-S-V3.0-20111029更新为PRS-7000-标准X-S-V1.0-130417(1)，导致对P2-1n~2n远动机下传配置时出现问题，需升级远动机程序，请提供。"
567;1;D:\24.工程设计备份\S山东\2011年度\SZ112221德州35kV白桥变综自\121205服务记录\后台\121205山东德州35kV白桥变监控系统设计更改单.xls;121205山东德州35kV白桥变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112221德州35kV白桥变综自\121205服务记录\后台\;SZ112221;;2016/11/28 15:49;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:50;2017/8/29 1:50;XLS;27;原版本号 PRS-700U-标准X(山东德州35kV白林变P1)-S-V3.00-121106 新版本号 PRS-700U-标准X(山东德州35kV白林变P2)-S-V3.00-121123
568;1;D:\24.工程设计备份\S山东\2011年度\SZ112221德州35kV白桥变综自\121106服务记录\后台\121106山东德州35kV白桥变监控系统设计更改单.xls;121106山东德州35kV白桥变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112221德州35kV白桥变综自\121106服务记录\后台\;SZ112221;;2016/11/28 15:49;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:48;2017/8/29 1:48;XLS;29;原版本号 PRS-700U-标准X-S-V3.0-20111029 新版本号 PRS-700U-标准X(山东德州35kV白林变P1)-S-V3.00-121106
280;1;D:\24.工程设计备份\H河南\2011年度\SZ112228辉县220kV辉北智能变\00设计软件\后台\121011河南新乡220kV辉北智能变监控系统设计更改单.xls;121011河南新乡220kV辉北智能变监控系统设计更改单.xls;D:\24.工程设计备份\H河南\2011年度\SZ112228辉县220kV辉北智能变\00设计软件\后台\;SZ112228;;2016/11/28 11:55;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:49;2017/8/29 3:49;XLS;33;"原版本号 新版本号 ""后台：PRS-700U-标准X-S-V3.00-120929"
281;2;D:\24.工程设计备份\H河南\2011年度\SZ112228辉县220kV辉北智能变\00设计软件\后台\121011河南新乡220kV辉北智能变监控系统设计更改单.xls;121011河南新乡220kV辉北智能变监控系统设计更改单.xls;D:\24.工程设计备份\H河南\2011年度\SZ112228辉县220kV辉北智能变\00设计软件\后台\;SZ112228;;2016/11/28 11:55;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:49;2017/8/29 3:49;XLS;34;保护工程师站：PRS-700U-标准X(保护工程师站)-S-V3.00-120829
383;1;D:\24.工程设计备份\J江苏\2011年度\SZ112257江苏泰州姜堰110kV白米变\140815服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江苏\2011年度\SZ112257江苏泰州姜堰110kV白米变\140815服务记录\后台\;SZ112257;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:09;2017/8/28 20:09;XLS;25;"原版本号 ""PRS-7000-标准X(Solaris 10)-S-V1.1-130719"
384;2;D:\24.工程设计备份\J江苏\2011年度\SZ112257江苏泰州姜堰110kV白米变\140815服务记录\后台\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\J江苏\2011年度\SZ112257江苏泰州姜堰110kV白米变\140815服务记录\后台\;SZ112257;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:09;2017/8/28 20:09;XLS;27;""" 新版本号 PRS-7000-标准X-S10-S-V1.10-140529"
387;1;D:\24.工程设计备份\J江苏\2012年度\SZ112257-江苏泰州110kV白米变\130415服务记录\后台\130415江苏泰州110kV白米变监控系统设计更改单.xls;130415江苏泰州110kV白米变监控系统设计更改单.xls;D:\24.工程设计备份\J江苏\2012年度\SZ112257-江苏泰州110kV白米变\130415服务记录\后台\;SZ112257;;2016/11/28 10:52;2;30 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:17;2017/8/28 20:17;XLS;20;原版本号 PRS-7000-标准X-S-V1.0-130122 新版本号 PRS-7000-标准X-S-V1.0-130412
1;1;D:\24.工程设计备份\A安徽\2011年度\SZ112271阜阳220kV正午变\00设计软件\后台\120731安徽阜阳220kV正午变工程软件设计更改单.xls;120731安徽阜阳220kV正午变工程软件设计更改单.xls;D:\24.工程设计备份\A安徽\2011年度\SZ112271阜阳220kV正午变\00设计软件\后台\;SZ112271;;2016/11/24 15:49;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:58;2017/8/28 19:58;XLS;23;"附件：PRS-700U-标准X(山东枣庄杜庙变保信)-S-V3.00-120528.zip"" 校验码"
2;2;D:\24.工程设计备份\A安徽\2011年度\SZ112271阜阳220kV正午变\00设计软件\后台\120731安徽阜阳220kV正午变工程软件设计更改单.xls;120731安徽阜阳220kV正午变工程软件设计更改单.xls;D:\24.工程设计备份\A安徽\2011年度\SZ112271阜阳220kV正午变\00设计软件\后台\;SZ112271;;2016/11/24 15:49;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:58;2017/8/28 19:58;XLS;27;原版本号 新版本号 PRS-700U-标准X(山东枣庄杜庙变保信)-S-V3.00-120528
500;1;D:\24.工程设计备份\S上海\2011年度\SZ112362松江区110kV莘砖变综自\00工程设计\xx变通讯及后台工程软件配置单（+）.doc;xx变通讯及后台工程软件配置单（+）.doc;D:\24.工程设计备份\S上海\2011年度\SZ112362松江区110kV莘砖变综自\00工程设计\;SZ112362;;2016/11/28 17:15;1;93 KB;Microsoft Word 97 - 2003 文档;2017/8/28 18:18;2017/8/28 18:18;DOC;9;版本说明：PRS-700U-标准X-S-V3.0-20111029.zip
501;1;D:\24.工程设计备份\S上海\2011年度\SZ112362松江区110kV莘砖变综自\130701服务记录\后台\130701上海110kV莘砖变通讯后台设计更改单.xls;130701上海110kV莘砖变通讯后台设计更改单.xls;D:\24.工程设计备份\S上海\2011年度\SZ112362松江区110kV莘砖变综自\130701服务记录\后台\;SZ112362;;2016/11/28 17:15;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 18:18;2017/8/28 18:18;XLS;24;原版本号 PRS-700U-标准X(上海)-S-V3.00-120704 新版本号 PRS-700U-标准X(上海地区标准版)-S-V3.0-130701
502;1;D:\24.工程设计备份\S上海\2011年度\SZ112362松江区110kV莘砖变综自\130718服务记录\后台\130718上海110kV莘砖变通讯后台设计更改单.xls;130718上海110kV莘砖变通讯后台设计更改单.xls;D:\24.工程设计备份\S上海\2011年度\SZ112362松江区110kV莘砖变综自\130718服务记录\后台\;SZ112362;;2016/11/28 17:15;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 18:20;2017/8/28 18:20;XLS;20;原版本号 PRS-700U-标准X(上海地区标准版)-S-V3.0-130701 新版本号 PRS-700U-标准X(上海地区标准版)-S-V3.0-130718
785;1;D:\24.工程设计备份\X新疆\2011年度\SZ112364-1吐鲁番220kV库米变监控\00设计软件\xx变通讯及后台工程软件配置单（+）.doc;xx变通讯及后台工程软件配置单（+）.doc;D:\24.工程设计备份\X新疆\2011年度\SZ112364-1吐鲁番220kV库米变监控\00设计软件\;SZ112364;;2016/11/29 10:26;1;112 KB;Microsoft Word 97 - 2003 文档;2017/8/28 23:38;2017/8/28 23:38;DOC;9;版本说明：PRS-700U-标准X(库米什)-S-V3.00-20120416
385;1;D:\24.工程设计备份\J江苏\2011年度\SZ112414汉能邳州太阳能并网发电一期30MWp综自\130726服务记录\后台\130730江苏邳州汉能光伏站通讯后台设计更改单.xls;130730江苏邳州汉能光伏站通讯后台设计更改单.xls;D:\24.工程设计备份\J江苏\2011年度\SZ112414汉能邳州太阳能并网发电一期30MWp综自\130726服务记录\后台\;SZ112414;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:16;2017/8/28 20:16;XLS;24;原版本号 PRS-700U-标准X-S-V3.0-20111029 新版本号 PRS-700U-标准X(江苏邳州汉能光伏站P1)-S-V3.00-130712
386;1;D:\24.工程设计备份\J江苏\2011年度\SZ112414汉能邳州太阳能并网发电一期30MWp综自\00设计软件\xx变通讯及后台工程软件配置单（+）.doc;xx变通讯及后台工程软件配置单（+）.doc;D:\24.工程设计备份\J江苏\2011年度\SZ112414汉能邳州太阳能并网发电一期30MWp综自\00设计软件\;SZ112414;;2016/11/28 10:52;1;54 KB;Microsoft Word 97 - 2003 文档;2017/8/28 20:16;2017/8/28 20:16;DOC;9;版本说明：PRS-700U-标准X-S-V3.0-20111029.zip
388;1;D:\24.工程设计备份\J江苏\2012年度\SZ112414江苏汉能邳州太阳能并网发电综自\131216服务记录\后台\131216江苏邳州汉能光伏站工程设计更改单.xls;131216江苏邳州汉能光伏站工程设计更改单.xls;D:\24.工程设计备份\J江苏\2012年度\SZ112414江苏汉能邳州太阳能并网发电综自\131216服务记录\后台\;SZ112414;;2016/11/28 10:52;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:18;2017/8/28 20:18;XLS;24;原版本号 PRS-700U-标准X(江苏邳州汉能光伏站P1)-S-V3.00-130123 新版本号 PRS-700U-标准X(江苏邳州汉能光伏站P2)-S10-S-V3.00-131106
389;1;D:\24.工程设计备份\J江苏\2012年度\SZ112414江苏汉能邳州太阳能并网发电综自\130123服务记录\后台\130123江苏邳州汉能光伏站监控系统设计更改单.xls;130123江苏邳州汉能光伏站监控系统设计更改单.xls;D:\24.工程设计备份\J江苏\2012年度\SZ112414江苏汉能邳州太阳能并网发电综自\130123服务记录\后台\;SZ112414;;2016/11/28 10:52;2;105 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:18;2017/8/28 20:18;XLS;28;原版本号 PRS-700U-标准X-S-V3.0-20111029 新版本号 PRS-700U-标准X(江苏邳州汉能光伏站P1)-S-V3.00-130123
569;1;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\130616服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\130616服务记录\通讯\;SZ112833;;2016/11/28 15:49;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:55;2017/8/29 1:55;XLS;10;更改装置型号 PRS-791D.PRS-700U 更改类别 工程软件 技术定位 其他
570;2;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\130616服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\130616服务记录\通讯\;SZ112833;;2016/11/28 15:49;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:55;2017/8/29 1:55;XLS;22;"PRS-700U-标准X-S-V3.00-120528"" 新版本号 ""PRS-791D-标准R1（杜庙变P2）-M-V3.51-130616"
571;3;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\130616服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\130616服务记录\通讯\;SZ112833;;2016/11/28 15:49;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:55;2017/8/29 1:55;XLS;23;"PRS-700U-标准X-S-V3.00-130610"""
572;1;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\120528山东枣庄220kV杜庙变工程设计更改单.xls;120528山东枣庄220kV杜庙变工程设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\;SZ112833;;2016/11/28 15:49;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:52;2017/8/29 1:52;XLS;28;后台：PRS-700U-标准X-S-V3.00-120528.zip
573;2;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\120528山东枣庄220kV杜庙变工程设计更改单.xls;120528山东枣庄220kV杜庙变工程设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\;SZ112833;;2016/11/28 15:49;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:52;2017/8/29 1:52;XLS;29;"保信：PRS-700U-标准X(山东枣庄杜庙变保信)-S-V3.00-120528.zip"" 校验码"
574;3;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\120528山东枣庄220kV杜庙变工程设计更改单.xls;120528山东枣庄220kV杜庙变工程设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\;SZ112833;;2016/11/28 15:49;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:52;2017/8/29 1:52;XLS;34;后台：PRS-700U-标准X-S-V3.00-120528
575;4;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\120528山东枣庄220kV杜庙变工程设计更改单.xls;120528山东枣庄220kV杜庙变工程设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112833枣庄220kV杜庙变\00设计软件\后台\;SZ112833;;2016/11/28 15:49;4;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:52;2017/8/29 1:52;XLS;35;"保信：PRS-700U-标准X(山东枣庄杜庙变保信)-S-V3.00-120528"""
581;1;D:\24.工程设计备份\S山东\2011年度\SZ112999临沂220kV坪上变\120807服务记录\后台\120807_山东临沂220kV坪上变监控系统设计更改单.xls;120807_山东临沂220kV坪上变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ112999临沂220kV坪上变\120807服务记录\后台\;SZ112999;;2016/11/28 15:49;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:58;2017/8/29 1:58;XLS;28;原版本号 PRS-700U-标准X(坪上变)-S-V3.00-120410 新版本号 PRS-700U-标准X-S-V3.00-120801
576;1;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\00设计软件\后台\120803山东枣庄220kV夏庄变监控系统设计更改单.xls;120803山东枣庄220kV夏庄变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\00设计软件\后台\;SZ113068;;2016/11/28 15:49;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:56;2017/8/29 1:56;XLS;33;"原版本号 新版本号 ""后台：PRS-700U-标准X-S-V3.00-120801"
577;2;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\00设计软件\后台\120803山东枣庄220kV夏庄变监控系统设计更改单.xls;120803山东枣庄220kV夏庄变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\00设计软件\后台\;SZ113068;;2016/11/28 15:49;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:56;2017/8/29 1:56;XLS;34;保护工程师站：PRS-700U-标准X(保护工程师站)-S-V3.00-120803
578;1;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\130412服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\130412服务记录\通讯\;SZ113068;;2016/11/28 15:49;3;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:58;2017/8/29 1:58;XLS;10;更改装置型号 PRS-700U、PRS-791D、PRS-791DP 更改类别 工程软件 技术定位 软件参数配置
579;2;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\130412服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\130412服务记录\通讯\;SZ113068;;2016/11/28 15:49;3;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:58;2017/8/29 1:58;XLS;23;"PRS-700U-标准X-S-V3.00-120801"" 新版本号 ""PRS-791D-标准R1(夏庄变P1)-M-V3.51-130412"
580;3;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\130412服务记录\通讯\设计更改单.xls;设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\130412服务记录\通讯\;SZ113068;;2016/11/28 15:49;3;20 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:58;2017/8/29 1:58;XLS;25;"PRS-700U-标准X-S-V3.00-130109"""
582;1;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\121114服务记录\后台\121113山东枣庄220kV夏庄变监控系统设计更改单.xls;121113山东枣庄220kV夏庄变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2011年度\SZ113068枣庄220kV夏庄变\121114服务记录\后台\;SZ113068;;2016/11/28 15:49;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 1:58;2017/8/29 1:58;XLS;32;原版本号 PRS-700U-标准X-S-V3.00-120801 新版本号 PRS-700U-标准X-S-V3.00-121113
105;1;D:\24.工程设计备份\G广东\2012年度\SZ120105广东广州110kV陂头变\130903服务记录\后台\工程设计更改单20130922.xls;工程设计更改单20130922.xls;D:\24.工程设计备份\G广东\2012年度\SZ120105广东广州110kV陂头变\130903服务记录\后台\;SZ120105;;2016/11/24 17:58;2;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 4:42;2017/8/29 4:42;XLS;21;原版本号 PRS-7000-标准L-S-V1.0-130705 新版本号 PRS-7000-标准X(Red Hat Linux)-S-V1.1-130911
583;1;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120618服务记录\后台\枣庄设计更改单.xls;枣庄设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120618服务记录\后台\;SZ120135;;2016/11/28 15:49;4;117 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:08;2017/8/29 2:08;XLS;23;PRS-700U-X特殊(山东枣庄220kV奚仲变P1)-S-V3.0-20120618.zip
584;2;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120618服务记录\后台\枣庄设计更改单.xls;枣庄设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120618服务记录\后台\;SZ120135;;2016/11/28 15:49;4;117 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:08;2017/8/29 2:08;XLS;24;"PRS-700U-X保护工程师站标准-S-V3.0-20120618.zip"" 校验码"
585;3;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120618服务记录\后台\枣庄设计更改单.xls;枣庄设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120618服务记录\后台\;SZ120135;;2016/11/28 15:49;4;117 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:08;2017/8/29 2:08;XLS;28;原版本号 PRS-700U-标准X-V3.0-20110914 新版本号 PRS-700U-X特殊(山东枣庄220kV奚仲变P1)-S-V3.0-20120618
587;1;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120912服务记录\后台\奚仲变P4设计更改单.xls;奚仲变P4设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120912服务记录\后台\;SZ120135;;2016/11/28 15:49;3;116 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:05;2017/8/29 2:05;XLS;10;更改装置型号 PRS-700U后台 更改类别 工程软件 技术定位 软件容错
588;2;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120912服务记录\后台\奚仲变P4设计更改单.xls;奚仲变P4设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120135山东枣庄220kV奚仲智能变\120912服务记录\后台\;SZ120135;;2016/11/28 15:49;3;116 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:05;2017/8/29 2:05;XLS;22;原版本号 PRS-700U-X特殊(奚仲变P3）-S-V3.0-20120724 新版本号 PRS-700U-X特殊(奚仲变P4）-S-V3.0-20120912
586;1;D:\24.工程设计备份\S山东\2012年度\SZ120215山东临沂电厂220kV智能变\00设计软件\后台\120806山东临沂220kV电厂智能变监控系统设计更改单.xls;120806山东临沂220kV电厂智能变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120215山东临沂电厂220kV智能变\00设计软件\后台\;SZ120215;;2016/11/28 15:49;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:23;2017/8/29 2:23;XLS;33;"原版本号 新版本号 ""后台：PRS-700U-标准X-S-V3.00-120801"
589;1;D:\24.工程设计备份\S山东\2012年度\SZ120215山东临沂电厂220kV智能变\121022服务记录\后台\121022山东临沂220kV电厂智能站监控系统设计更改单.xls;121022山东临沂220kV电厂智能站监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120215山东临沂电厂220kV智能变\121022服务记录\后台\;SZ120215;;2016/11/28 15:49;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:23;2017/8/29 2:23;XLS;26;原版本号 PRS-700U-标准X-S-V3.00-120801 新版本号 PRS-700U-标准X-S-V3.00-120929
594;1;D:\24.工程设计备份\S山东\2012年度\SZ120215山东临沂电厂220kV智能变\121226服务记录\后台\121226山东临沂220kV电厂智能变监控系统设计更改单.xls;121226山东临沂220kV电厂智能变监控系统设计更改单.xls;D:\24.工程设计备份\S山东\2012年度\SZ120215山东临沂电厂220kV智能变\121226服务记录\后台\;SZ120215;;2016/11/28 15:49;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/29 2:23;2017/8/29 2:23;XLS;31;原版本号 PRS-700U-标准X-S-V3.00-120929 新版本号 PRS-700U-标准X-S-V3.00-121226
537;1;D:\24.工程设计备份\S四川\2012年度\SZ120281四川绵阳220kV高新区变\00软件设计\后台\121108四川绵阳220kV高新区智能变监控系统设计更改单.xls;121108四川绵阳220kV高新区智能变监控系统设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120281四川绵阳220kV高新区变\00软件设计\后台\;SZ120281;;2016/11/28 18:07;1;113 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:46;2017/8/28 22:46;XLS;31;"原版本号 新版本号 ""后台：PRS-7000-标准X-S-V1.0-120926"
535;1;D:\24.工程设计备份\S四川\2012年度\SZ120288-四川绵阳220kV擂鼓变220kV监控系统\00设计软件\后台\121009四川绵阳220kV擂鼓变监控系统设计更改单.xls;121009四川绵阳220kV擂鼓变监控系统设计更改单.xls;D:\24.工程设计备份\S四川\2012年度\SZ120288-四川绵阳220kV擂鼓变220kV监控系统\00设计软件\后台\;SZ120288;;2016/11/28 18:07;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:45;2017/8/28 22:45;XLS;16;解决方案：按要求提供PRS-7000国网一体化监控系统程序。
